Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00  249999/249999      std::vector<double, std::allocator<double> >** std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**) [155]
-----------------------------------------------
                0.00    0.00  249999/249999      std::vector<double, std::allocator<double> >** std::copy<std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**) [172]
[168]    0.0    0.00    0.00  249999         std::vector<double, std::allocator<double> >** std::__copy_move_a2<false, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**) [168]
                0.00    0.00  499998/499998      std::_Niter_base<std::vector<double, std::allocator<double> >* const*>::iterator_type std::__niter_base<std::vector<double, std::allocator<double> >* const*>(std::vector<double, std::allocator<double> >* const*) [144]
                0.00    0.00  249999/249999      std::_Niter_base<std::vector<double, std::allocator<double> >**>::iterator_type std::__niter_base<std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >**) [166]
                0.00    0.00  249999/249999      std::vector<double, std::allocator<double> >** std::__copy_move_a<false, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**) [167]
-----------------------------------------------
                0.00    0.00  249999/249999      std::vector<double, std::allocator<double> >** std::__uninitialized_copy_a<std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**, std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**, std::allocator<std::vector<double, std::allocator<double> >*>&) [171]
[169]    0.0    0.00    0.00  249999         std::vector<double, std::allocator<double> >** std::uninitialized_copy<std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**) [169]
                0.00    0.00  249999/249999      std::vector<double, std::allocator<double> >** std::__uninitialized_copy<true>::__uninit_copy<std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**) [163]
-----------------------------------------------
                0.00    0.00  249999/249999      std::iterator_traits<std::vector<double, std::allocator<double> >* const*>::difference_type std::distance<std::vector<double, std::allocator<double> >* const*>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*) [175]
[170]    0.0    0.00    0.00  249999         std::iterator_traits<std::vector<double, std::allocator<double> >* const*>::iterator_category std::__iterator_category<std::vector<double, std::allocator<double> >* const*>(std::vector<double, std::allocator<double> >* const* const&) [170]
-----------------------------------------------
                0.00    0.00  249999/249999      void std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::_M_range_initialize<std::vector<double, std::allocator<double> >* const*>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::forward_iterator_tag) [55]
[171]    0.0    0.00    0.00  249999         std::vector<double, std::allocator<double> >** std::__uninitialized_copy_a<std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**, std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**, std::allocator<std::vector<double, std::allocator<double> >*>&) [171]
                0.00    0.00  249999/249999      std::vector<double, std::allocator<double> >** std::uninitialized_copy<std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**) [169]
-----------------------------------------------
                0.00    0.00  249999/249999      std::vector<double, std::allocator<double> >** std::__uninitialized_copy<true>::__uninit_copy<std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**) [163]
[172]    0.0    0.00    0.00  249999         std::vector<double, std::allocator<double> >** std::copy<std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**) [172]
                0.00    0.00  499998/499998      std::_Miter_base<std::vector<double, std::allocator<double> >* const*>::iterator_type std::__miter_base<std::vector<double, std::allocator<double> >* const*>(std::vector<double, std::allocator<double> >* const*) [143]
                0.00    0.00  249999/249999      std::vector<double, std::allocator<double> >** std::__copy_move_a2<false, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**) [168]
-----------------------------------------------
                0.00    0.00  249999/249999      void std::_Destroy<std::vector<double, std::allocator<double> >**, std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >**, std::vector<double, std::allocator<double> >**, std::allocator<std::vector<double, std::allocator<double> >*>&) [174]
[173]    0.0    0.00    0.00  249999         void std::_Destroy<std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >**, std::vector<double, std::allocator<double> >**) [173]
                0.00    0.00  249999/249999      void std::_Destroy_aux<true>::__destroy<std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >**, std::vector<double, std::allocator<double> >**) [156]
-----------------------------------------------
                0.00    0.00  249999/249999      std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::~vector() [164]
[174]    0.0    0.00    0.00  249999         void std::_Destroy<std::vector<double, std::allocator<double> >**, std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >**, std::vector<double, std::allocator<double> >**, std::allocator<std::vector<double, std::allocator<double> >*>&) [174]
                0.00    0.00  249999/249999      void std::_Destroy<std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >**, std::vector<double, std::allocator<double> >**) [173]
-----------------------------------------------
                0.00    0.00  249999/249999      void std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::_M_range_initialize<std::vector<double, std::allocator<double> >* const*>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::forward_iterator_tag) [55]
[175]    0.0    0.00    0.00  249999         std::iterator_traits<std::vector<double, std::allocator<double> >* const*>::difference_type std::distance<std::vector<double, std::allocator<double> >* const*>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*) [175]
                0.00    0.00  249999/249999      std::iterator_traits<std::vector<double, std::allocator<double> >* const*>::iterator_category std::__iterator_category<std::vector<double, std::allocator<double> >* const*>(std::vector<double, std::allocator<double> >* const* const&) [170]
